TIMESTEP,Chihuahuan Deserts
10/15/2024,12.49347
11/15/2024,7.421489
12/15/2024,1.7729481
1/16/2025,3.8179476
2/16/2025,1.4695709
3/15/2025,7.468299
4/15/2025,14.463737
5/15/2025,18.475842
6/15/2025,23.88015
7/15/2025,25.404799
8/15/2025,23.69908
9/15/2025,19.728542
10/15/2025,14.209244
11/15/2025,7.4349146
12/15/2025,3.9382308
1/16/2026,3.422293
2/16/2026,4.3052425
3/15/2026,9.529885
4/15/2026,12.282778
5/15/2026,18.71982
6/15/2026,21.764036
7/15/2026,24.115475
8/15/2026,23.383488
9/15/2026,20.466244
10/15/2026,14.300495
11/15/2026,7.6977353
12/15/2026,5.165198
1/16/2027,3.542952
2/16/2027,7.048295
3/15/2027,7.6937404
4/15/2027,12.775953
5/15/2027,17.926645
6/15/2027,22.623692
7/15/2027,25.842066
8/15/2027,24.28314
9/15/2027,19.251766
10/15/2027,14.029661
11/15/2027,6.8688254
12/15/2027,2.263936
1/16/2028,5.4080634
2/16/2028,5.8788934
3/15/2028,8.735147
4/15/2028,12.960686
5/15/2028,17.931852
6/15/2028,24.207651
7/15/2028,24.750732
8/15/2028,23.161987
9/15/2028,20.061655
10/15/2028,13.817459
11/15/2028,9.906421
12/15/2028,3.1084793
1/16/2029,3.7257476
2/16/2029,4.804084
3/15/2029,9.437397
4/15/2029,14.8149805
5/15/2029,18.201908
6/15/2029,22.477854
7/15/2029,24.623568
8/15/2029,23.229385
9/15/2029,21.67447
10/15/2029,16.365576
11/15/2029,7.558201
12/15/2029,5.8647857
1/16/2030,1.943825
2/16/2030,7.5546594
3/15/2030,11.786622
4/15/2030,16.180273
5/15/2030,18.826357
6/15/2030,23.206573
7/15/2030,25.936583
8/15/2030,23.150528
9/15/2030,21.041449
10/15/2030,16.504112
11/15/2030,10.697053
12/15/2030,6.385682
1/16/2031,4.8117366
2/16/2031,5.9960427
3/15/2031,11.550093
4/15/2031,13.123172
5/15/2031,17.945452
6/15/2031,22.365616
7/15/2031,24.234968
8/15/2031,23.169653
9/15/2031,18.878914
10/15/2031,14.562918
11/15/2031,8.291628
12/15/2031,2.2528186
1/16/2032,0.9974378
2/16/2032,2.8420956
3/15/2032,8.284623
4/15/2032,13.709325
5/15/2032,17.995691
6/15/2032,23.466833
7/15/2032,24.862108
8/15/2032,24.072382
9/15/2032,19.048891
10/15/2032,15.532499
11/15/2032,7.3913484
12/15/2032,1.6464214
1/16/2033,2.105972
2/16/2033,6.3616424
3/15/2033,6.772948
4/15/2033,13.066432
5/15/2033,18.348648
6/15/2033,23.270485
7/15/2033,25.567324
8/15/2033,23.456347
9/15/2033,21.189243
10/15/2033,14.294929
11/15/2033,9.029611
12/15/2033,6.117962
1/16/2034,2.2174387
2/16/2034,6.030037
3/15/2034,7.2747436
4/15/2034,10.644809
5/15/2034,17.781448
6/15/2034,23.776993
7/15/2034,23.517439
8/15/2034,23.606583
9/15/2034,20.01535
10/15/2034,16.25588
11/15/2034,9.626859
12/15/2034,2.9462676
1/16/2035,5.2956834
2/16/2035,5.062173
3/15/2035,7.891065
4/15/2035,11.403952
5/15/2035,18.145277
6/15/2035,23.229118
7/15/2035,26.111694
8/15/2035,25.386723
9/15/2035,20.223045
10/15/2035,14.56752
11/15/2035,9.742753
12/15/2035,3.4439
1/16/2036,2.219289
2/16/2036,6.5022526
3/15/2036,10.141422
4/15/2036,12.857338
5/15/2036,18.491274
6/15/2036,23.43743
7/15/2036,24.098976
8/15/2036,24.966372
9/15/2036,20.17488
10/15/2036,13.384867
11/15/2036,9.745572
12/15/2036,2.7902038
1/16/2037,4.9812455
2/16/2037,7.172315
3/15/2037,12.028331
4/15/2037,16.47467
5/15/2037,19.472225
6/15/2037,24.277712
7/15/2037,25.144749
8/15/2037,23.95267
9/15/2037,20.74523
10/15/2037,16.596514
11/15/2037,8.335189
12/15/2037,3.8432288
1/16/2038,2.1650014
2/16/2038,6.539948
3/15/2038,8.811995
4/15/2038,13.750857
5/15/2038,18.615536
6/15/2038,24.58783
7/15/2038,24.336382
8/15/2038,24.238373
9/15/2038,21.009773
10/15/2038,16.132391
11/15/2038,9.293578
12/15/2038,3.983092
1/16/2039,2.491306
2/16/2039,6.529908
3/15/2039,6.293844
4/15/2039,13.360471
5/15/2039,18.714193
6/15/2039,22.59538
7/15/2039,24.099472
8/15/2039,23.371843
9/15/2039,20.872942
10/15/2039,15.6333885
11/15/2039,10.2152195
12/15/2039,3.4430382
1/16/2040,3.2847621
2/16/2040,8.791856
3/15/2040,11.769266
4/15/2040,14.103585
5/15/2040,19.577791
6/15/2040,25.14644
7/15/2040,26.025806
8/15/2040,25.988615
9/15/2040,22.09078
10/15/2040,15.107211
11/15/2040,7.329725
12/15/2040,4.6468925
1/16/2041,3.7803833
2/16/2041,6.050224
3/15/2041,12.186966
4/15/2041,15.381469
5/15/2041,19.02778
6/15/2041,24.074072
7/15/2041,25.544485
8/15/2041,24.949734
9/15/2041,21.595877
10/15/2041,18.857468
11/15/2041,9.310262
12/15/2041,4.5576367
1/16/2042,3.4246848
2/16/2042,6.9456367
3/15/2042,8.981478
4/15/2042,14.789285
5/15/2042,20.190454
6/15/2042,23.983896
7/15/2042,26.137815
8/15/2042,23.853292
9/15/2042,20.577518
10/15/2042,15.005356
11/15/2042,9.230228
12/15/2042,6.6969585
1/16/2043,0.83278203
2/16/2043,6.9176097
3/15/2043,7.968963
4/15/2043,12.159037
5/15/2043,18.405602
6/15/2043,23.170788
7/15/2043,24.729866
8/15/2043,25.40695
9/15/2043,20.92783
10/15/2043,15.739391
11/15/2043,7.4130034
12/15/2043,3.3654685
1/16/2044,1.1088916
2/16/2044,3.1087592
3/15/2044,6.5808616
4/15/2044,14.436833
5/15/2044,19.105427
6/15/2044,25.535173
7/15/2044,23.822472
8/15/2044,23.53296
9/15/2044,21.99927
10/15/2044,17.411972
11/15/2044,8.586917
12/15/2044,4.54758
1/16/2045,1.5640968
2/16/2045,4.295643
3/15/2045,10.177933
4/15/2045,12.556751
5/15/2045,18.50244
6/15/2045,24.18004
7/15/2045,25.517492
8/15/2045,23.473001
9/15/2045,23.20705
10/15/2045,12.007381
11/15/2045,8.210819
12/15/2045,4.0517273
1/16/2046,5.802236
2/16/2046,6.0976253
3/15/2046,8.2307
4/15/2046,13.05287
5/15/2046,18.663332
6/15/2046,22.577822
7/15/2046,24.855186
8/15/2046,24.84563
9/15/2046,21.105566
10/15/2046,14.884954
11/15/2046,10.612498
12/15/2046,2.9745312
1/16/2047,5.053924
2/16/2047,5.264524
3/15/2047,5.6629972
4/15/2047,13.620159
5/15/2047,17.980211
6/15/2047,24.403503
7/15/2047,24.943766
8/15/2047,25.253492
9/15/2047,21.685259
10/15/2047,15.971174
11/15/2047,9.865332
12/15/2047,4.9110107
1/16/2048,1.7218374
2/16/2048,4.39093
3/15/2048,9.239715
4/15/2048,15.188129
5/15/2048,18.305782
6/15/2048,26.644527
7/15/2048,26.626282
8/15/2048,26.587769
9/15/2048,21.570227
10/15/2048,16.407824
11/15/2048,9.006355
12/15/2048,5.900989
1/16/2049,4.68763
2/16/2049,6.753045
3/15/2049,8.782144
4/15/2049,13.888289
5/15/2049,19.00517
6/15/2049,22.673458
7/15/2049,24.936342
8/15/2049,26.299904
9/15/2049,22.44192
10/15/2049,14.6437845
11/15/2049,7.2227225
12/15/2049,3.1764963
1/16/2050,4.4658256
2/16/2050,8.538682
3/15/2050,12.19534
4/15/2050,14.594404
5/15/2050,19.822937
6/15/2050,23.678097
7/15/2050,25.939642
8/15/2050,25.903748
9/15/2050,21.04449
10/15/2050,13.757338
11/15/2050,12.021674
12/15/2050,3.6628683
1/16/2051,1.3665248
2/16/2051,8.335936
3/15/2051,10.033406
4/15/2051,11.914026
5/15/2051,18.842455
6/15/2051,22.8878
7/15/2051,26.752687
8/15/2051,25.133127
9/15/2051,20.47444
10/15/2051,15.422458
11/15/2051,8.218964
12/15/2051,3.270716
1/16/2052,1.8654985
2/16/2052,5.180691
3/15/2052,11.666394
4/15/2052,15.4604645
5/15/2052,19.241575
6/15/2052,23.772654
7/15/2052,27.501553
8/15/2052,24.929892
9/15/2052,21.351473
10/15/2052,15.245594
11/15/2052,10.288659
12/15/2052,5.6248994
1/16/2053,1.5988246
2/16/2053,8.6557
3/15/2053,14.487174
4/15/2053,15.880626
5/15/2053,19.69609
6/15/2053,24.159788
7/15/2053,26.711664
8/15/2053,25.081524
9/15/2053,22.842695
10/15/2053,15.635161
11/15/2053,10.281595
12/15/2053,3.957068
1/16/2054,4.256976
2/16/2054,8.506343
3/15/2054,9.051724
4/15/2054,14.665033
5/15/2054,19.167261
6/15/2054,26.415335
7/15/2054,26.608839
8/15/2054,24.132996
9/15/2054,22.129892
10/15/2054,16.831049
11/15/2054,10.792713
12/15/2054,6.738251
1/16/2055,6.4876723
2/16/2055,7.8684425
3/15/2055,9.685231
4/15/2055,15.245143
5/15/2055,18.403616
6/15/2055,24.806093
7/15/2055,26.98024
8/15/2055,25.168173
9/15/2055,22.670116
10/15/2055,16.56939
11/15/2055,11.977882
12/15/2055,4.671322
1/16/2056,5.2538576
2/16/2056,5.1616316
3/15/2056,9.215482
4/15/2056,10.206191
5/15/2056,18.916708
6/15/2056,23.197691
7/15/2056,28.47223
8/15/2056,25.270678
9/15/2056,23.64097
10/15/2056,17.781155
11/15/2056,9.014507
12/15/2056,5.584019
1/16/2057,6.0897646
2/16/2057,6.979609
3/15/2057,10.067676
4/15/2057,14.240148
5/15/2057,19.483437
6/15/2057,23.70708
7/15/2057,28.10709
8/15/2057,25.478897
9/15/2057,22.105145
10/15/2057,17.908678
11/15/2057,9.854816
12/15/2057,7.372056
1/16/2058,4.8234277
2/16/2058,8.587019
3/15/2058,9.517121
4/15/2058,14.629237
5/15/2058,19.987394
6/15/2058,27.104458
7/15/2058,27.22339
8/15/2058,25.142756
9/15/2058,24.761648
10/15/2058,18.285318
11/15/2058,12.124512
12/15/2058,7.3894916
1/16/2059,4.568252
2/16/2059,4.4294596
3/15/2059,8.317593
4/15/2059,13.499636
5/15/2059,19.794275
6/15/2059,24.706888
7/15/2059,27.225712
8/15/2059,24.960052
9/15/2059,22.13609
10/15/2059,15.623746
11/15/2059,8.847095
12/15/2059,5.7281775
1/16/2060,5.8010936
2/16/2060,7.0407143
3/15/2060,9.506134
4/15/2060,15.061085
5/15/2060,20.48548
6/15/2060,23.167427
7/15/2060,25.700546
8/15/2060,24.87274
9/15/2060,21.192947
10/15/2060,16.320786
11/15/2060,8.178724
12/15/2060,4.5038586
1/16/2061,6.929735
2/16/2061,6.1199985
3/15/2061,9.415843
4/15/2061,15.583639
5/15/2061,20.89111
6/15/2061,24.637426
7/15/2061,27.262318
8/15/2061,26.860165
9/15/2061,21.053814
10/15/2061,16.214731
11/15/2061,10.762482
12/15/2061,5.2399025
1/16/2062,5.8644423
2/16/2062,8.373818
3/15/2062,9.7642565
4/15/2062,17.358168
5/15/2062,21.653534
6/15/2062,24.532593
7/15/2062,27.303915
8/15/2062,25.3347
9/15/2062,22.103447
10/15/2062,17.99916
11/15/2062,9.78439
12/15/2062,4.3287177
1/16/2063,4.3676214
2/16/2063,5.930419
3/15/2063,6.3771944
4/15/2063,14.182722
5/15/2063,19.852156
6/15/2063,24.22933
7/15/2063,26.178757
8/15/2063,25.719063
9/15/2063,24.092854
10/15/2063,18.50704
11/15/2063,9.863603
12/15/2063,4.2834682
1/16/2064,3.2532594
2/16/2064,7.9476275
3/15/2064,14.09745
4/15/2064,17.647106
5/15/2064,22.628809
6/15/2064,23.645039
7/15/2064,26.60843
8/15/2064,25.678434
9/15/2064,23.340708
10/15/2064,17.772568
11/15/2064,11.41639
12/15/2064,4.342782
1/16/2065,6.3121896
2/16/2065,9.815373
3/15/2065,8.8677
4/15/2065,15.494728
5/15/2065,21.906734
6/15/2065,25.240662
7/15/2065,25.91134
8/15/2065,26.26961
9/15/2065,22.898376
10/15/2065,17.151045
11/15/2065,9.349367
12/15/2065,4.452733
1/16/2066,4.532361
2/16/2066,7.454281
3/15/2066,12.939377
4/15/2066,16.499279
5/15/2066,20.83708
6/15/2066,25.60005
7/15/2066,25.93198
8/15/2066,26.595465
9/15/2066,22.200794
10/15/2066,18.46805
11/15/2066,6.671721
12/15/2066,4.1074266
1/16/2067,1.8708076
2/16/2067,3.32801
3/15/2067,9.334978
4/15/2067,14.953135
5/15/2067,20.43613
6/15/2067,24.817015
7/15/2067,28.874601
8/15/2067,25.979183
9/15/2067,22.964619
10/15/2067,17.805635
11/15/2067,12.480682
12/15/2067,4.775471
1/16/2068,3.1360614
2/16/2068,10.139385
3/15/2068,11.476763
4/15/2068,14.666715
5/15/2068,22.113075
6/15/2068,28.68299
7/15/2068,28.117697
8/15/2068,28.018147
9/15/2068,26.374079
10/15/2068,19.45177
11/15/2068,10.394979
12/15/2068,5.241677
1/16/2069,6.5412755
2/16/2069,3.4515548
3/15/2069,11.513192
4/15/2069,17.410673
5/15/2069,20.912338
6/15/2069,25.928513
7/15/2069,26.17298
8/15/2069,26.316572
9/15/2069,23.700401
10/15/2069,16.708002
11/15/2069,9.617853
12/15/2069,7.2421117
1/16/2070,5.2680554
2/16/2070,9.061654
3/15/2070,9.889112
4/15/2070,17.089132
5/15/2070,21.162512
6/15/2070,25.492048
7/15/2070,28.72719
8/15/2070,26.24472
9/15/2070,25.632421
10/15/2070,19.79019
11/15/2070,10.772386
12/15/2070,6.102731
1/16/2071,6.5526257
2/16/2071,7.0528855
3/15/2071,13.132002
4/15/2071,15.948241
5/15/2071,20.44991
6/15/2071,27.84157
7/15/2071,27.621185
8/15/2071,25.922812
9/15/2071,23.619543
10/15/2071,16.987368
11/15/2071,9.114408
12/15/2071,7.492949
1/16/2072,4.7193832
2/16/2072,8.741405
3/15/2072,10.755588
4/15/2072,15.089299
5/15/2072,20.51246
6/15/2072,23.920362
7/15/2072,26.332106
8/15/2072,24.703321
9/15/2072,23.842943
10/15/2072,17.054388
11/15/2072,8.261686
12/15/2072,5.418346
1/16/2073,3.6525671
2/16/2073,7.7416735
3/15/2073,8.826337
4/15/2073,14.7716255
5/15/2073,20.214487
6/15/2073,25.034603
7/15/2073,26.550617
8/15/2073,26.53698
9/15/2073,22.872923
10/15/2073,17.148722
11/15/2073,8.143391
12/15/2073,3.1990113
1/16/2074,5.0313997
2/16/2074,2.4624276
3/15/2074,11.29804
4/15/2074,12.10504
5/15/2074,20.238607
6/15/2074,28.303043
7/15/2074,28.752275
8/15/2074,27.572567
9/15/2074,25.12035
10/15/2074,21.501337
11/15/2074,12.650481
12/15/2074,8.047648
1/16/2075,7.772187
2/16/2075,7.2608852
3/15/2075,14.378171
4/15/2075,19.711805
5/15/2075,20.70072
6/15/2075,27.000961
7/15/2075,28.611902
8/15/2075,26.846582
9/15/2075,24.160456
10/15/2075,18.195374
11/15/2075,11.872961
12/15/2075,8.206823
1/16/2076,5.2153606
2/16/2076,6.0964384
3/15/2076,9.504541
4/15/2076,15.187632
5/15/2076,20.376293
6/15/2076,27.186773
7/15/2076,28.551321
8/15/2076,26.470991
9/15/2076,23.86178
10/15/2076,18.047096
11/15/2076,11.0120125
12/15/2076,5.6532745
1/16/2077,4.0729127
2/16/2077,8.107577
3/15/2077,10.771462
4/15/2077,16.15237
5/15/2077,20.588955
6/15/2077,24.716549
7/15/2077,28.025583
8/15/2077,27.142626
9/15/2077,22.342186
10/15/2077,19.188591
11/15/2077,13.223858
12/15/2077,4.0290327
1/16/2078,6.9364233
2/16/2078,3.1403587
3/15/2078,10.9761095
4/15/2078,15.8301325
5/15/2078,20.856705
6/15/2078,27.318226
7/15/2078,27.68349
8/15/2078,26.557438
9/15/2078,22.844183
10/15/2078,18.12703
11/15/2078,9.974512
12/15/2078,4.5886354
1/16/2079,8.263326
2/16/2079,8.481543
3/15/2079,10.816345
4/15/2079,15.590886
5/15/2079,20.584423
6/15/2079,26.235983
7/15/2079,29.432108
8/15/2079,28.11996
9/15/2079,22.956524
10/15/2079,21.38343
11/15/2079,12.174649
12/15/2079,4.825252
1/16/2080,4.2942204
2/16/2080,7.456801
3/15/2080,12.118331
4/15/2080,15.877793
5/15/2080,21.365002
6/15/2080,24.246868
7/15/2080,28.179932
8/15/2080,26.75665
9/15/2080,22.206741
10/15/2080,18.591965
11/15/2080,9.837748
12/15/2080,4.591106
1/16/2081,6.105671
2/16/2081,6.6518483
3/15/2081,8.281357
4/15/2081,15.024092
5/15/2081,20.92319
6/15/2081,25.757868
7/15/2081,26.403933
8/15/2081,27.010708
9/15/2081,24.562492
10/15/2081,16.126684
11/15/2081,10.4601
12/15/2081,4.0735006
1/16/2082,6.4543724
2/16/2082,4.846351
3/15/2082,9.894736
4/15/2082,16.312788
5/15/2082,21.077734
6/15/2082,26.203104
7/15/2082,28.60651
8/15/2082,27.58701
9/15/2082,24.979073
10/15/2082,17.965141
11/15/2082,12.301773
12/15/2082,5.245057
1/16/2083,6.371058
2/16/2083,7.131527
3/15/2083,13.627088
4/15/2083,15.955579
5/15/2083,20.578491
6/15/2083,26.407736
7/15/2083,29.585224
8/15/2083,29.327377
9/15/2083,26.08269
10/15/2083,19.863207
11/15/2083,9.536109
12/15/2083,5.9039865
1/16/2084,8.645414
2/16/2084,7.120641
3/15/2084,12.348633
4/15/2084,19.15563
5/15/2084,22.111242
6/15/2084,28.519419
7/15/2084,29.308424
8/15/2084,26.79493
9/15/2084,23.867338
10/15/2084,19.10661
11/15/2084,11.467498
12/15/2084,5.8555202
1/16/2085,5.884057
2/16/2085,10.27123
3/15/2085,10.673918
4/15/2085,16.841072
5/15/2085,21.033537
6/15/2085,23.717333
7/15/2085,27.188292
8/15/2085,27.04321
9/15/2085,23.9408
10/15/2085,15.613381
11/15/2085,9.781656
12/15/2085,5.1121893
1/16/2086,3.612853
2/16/2086,7.304029
3/15/2086,6.9421644
4/15/2086,11.971882
5/15/2086,21.281116
6/15/2086,25.58617
7/15/2086,29.28539
8/15/2086,27.401587
9/15/2086,26.306894
10/15/2086,18.581915
11/15/2086,12.348907
12/15/2086,5.366287
1/16/2087,9.47849
2/16/2087,9.088118
3/15/2087,13.357908
4/15/2087,19.852936
5/15/2087,21.422602
6/15/2087,27.944904
7/15/2087,28.018703
8/15/2087,26.225307
9/15/2087,23.858753
10/15/2087,19.974281
11/15/2087,13.963678
12/15/2087,6.108088
1/16/2088,7.4933815
2/16/2088,10.614722
3/15/2088,14.376979
4/15/2088,16.318144
5/15/2088,21.415567
6/15/2088,26.064545
7/15/2088,27.092571
8/15/2088,28.753944
9/15/2088,26.389692
10/15/2088,19.595032
11/15/2088,14.668469
12/15/2088,6.9684844
1/16/2089,6.600698
2/16/2089,7.484108
3/15/2089,13.822999
4/15/2089,16.529827
5/15/2089,21.587397
6/15/2089,27.538588
7/15/2089,27.688465
8/15/2089,27.789669
9/15/2089,25.967857
10/15/2089,22.722048
11/15/2089,11.9227085
12/15/2089,4.341881
1/16/2090,8.38563
2/16/2090,5.0746717
3/15/2090,9.29297
4/15/2090,15.626594
5/15/2090,21.426315
6/15/2090,26.93504
7/15/2090,28.790356
8/15/2090,27.151472
9/15/2090,25.440765
10/15/2090,18.542189
11/15/2090,10.297209
12/15/2090,6.2972393
1/16/2091,5.523152
2/16/2091,8.728761
3/15/2091,11.405343
4/15/2091,16.593616
5/15/2091,22.539118
6/15/2091,28.27462
7/15/2091,30.360786
8/15/2091,27.42287
9/15/2091,25.949368
10/15/2091,21.972298
11/15/2091,11.929575
12/15/2091,6.0415883
1/16/2092,7.8076653
2/16/2092,9.449258
3/15/2092,11.610764
4/15/2092,18.877413
5/15/2092,21.95796
6/15/2092,25.346981
7/15/2092,28.78492
8/15/2092,28.085321
9/15/2092,25.754808
10/15/2092,20.52521
11/15/2092,13.9217005
12/15/2092,1.2970682
1/16/2093,6.0597706
2/16/2093,8.465804
3/15/2093,14.155371
4/15/2093,15.545162
5/15/2093,21.348242
6/15/2093,26.837105
7/15/2093,29.803667
8/15/2093,28.530891
9/15/2093,24.095556
10/15/2093,19.66903
11/15/2093,10.850426
12/15/2093,5.826897
1/16/2094,7.6523356
2/16/2094,8.680293
3/15/2094,9.107873
4/15/2094,17.358784
5/15/2094,21.4659
6/15/2094,25.26354
7/15/2094,28.529701
8/15/2094,26.850044
9/15/2094,23.619724
10/15/2094,19.930069
11/15/2094,12.41676
12/15/2094,3.6690328
1/16/2095,3.3766718
2/16/2095,7.274399
3/15/2095,12.018493
4/15/2095,15.756639
5/15/2095,21.128857
6/15/2095,27.53216
7/15/2095,27.915152
8/15/2095,26.182028
9/15/2095,24.390244
10/15/2095,16.46498
11/15/2095,9.342865
12/15/2095,5.122477
1/16/2096,3.4746263
2/16/2096,7.6487513
3/15/2096,11.537751
4/15/2096,15.704189
5/15/2096,21.426172
6/15/2096,25.435326
7/15/2096,27.778774
8/15/2096,27.083174
9/15/2096,22.933851
10/15/2096,18.83486
11/15/2096,9.255702
12/15/2096,5.171225
1/16/2097,4.6210036
2/16/2097,7.62677
3/15/2097,10.593847
4/15/2097,17.165737
5/15/2097,21.130037
6/15/2097,27.396685
7/15/2097,29.046228
8/15/2097,28.729897
9/15/2097,24.47047
10/15/2097,20.61135
11/15/2097,13.978033
12/15/2097,4.7269487
1/16/2098,5.0091424
2/16/2098,7.549278
3/15/2098,12.767035
4/15/2098,16.297087
5/15/2098,22.666803
6/15/2098,25.59587
7/15/2098,28.964035
8/15/2098,26.892141
9/15/2098,23.556839
10/15/2098,19.451078
11/15/2098,12.338381
12/15/2098,7.6505756
1/16/2099,7.962417
2/16/2099,8.434367
3/15/2099,11.1776705
4/15/2099,16.3599
5/15/2099,20.785414
6/15/2099,25.99573
7/15/2099,26.792807
8/15/2099,27.025991
9/15/2099,23.393473
10/15/2099,19.188148
11/15/2099,12.205202
12/15/2099,5.956517
